city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Rio de Janeiro,200.0,4,5,3,0,accept,not furnished,0.0,6450.0
Sao Paulo,34.0,1,1,0,10,accept,not furnished,200.0,1775.0
Sao Paulo,95.0,2,1,1,0,accept,not furnished,0.0,2944.0
Sao Paulo,215.0,4,4,2,16,not accept,furnished,2600.0,9594.0
Rio de Janeiro,60.0,2,1,1,3,not accept,not furnished,530.0,1864.0
Rio de Janeiro,145.0,3,2,1,3,accept,not furnished,3300.0,13120.0
Sao Paulo,102.0,3,2,2,0,accept,not furnished,0.0,1625.0
Sao Paulo,44.0,1,1,1,19,accept,furnished,385.0,4156.0
Sao Paulo,90.0,2,2,0,3,accept,not furnished,1600.0,6104.0
Sao Paulo,180.0,4,3,1,4,accept,furnished,1572.0,6876.0
Porto Alegre,123.0,3,3,1,2,not accept,not furnished,0.0,3044.0
Sao Paulo,54.0,2,2,1,8,not accept,not furnished,769.0,3213.0
Sao Paulo,50.0,1,1,1,6,accept,furnished,1000.0,2895.0
Sao Paulo,100.0,2,1,1,0,accept,not furnished,0.0,1800.0
Porto Alegre,36.0,1,1,1,17,accept,not furnished,225.0,1478.0
Sao Paulo,92.0,1,2,1,6,accept,not furnished,810.0,3875.0
Sao Paulo,68.0,2,2,1,7,accept,not furnished,500.0,2605.0
Sao Paulo,94.0,3,3,3,4,accept,furnished,1400.0,6237.0
Rio de Janeiro,25.0,1,1,0,0,accept,not furnished,50.0,760.0
Sao Paulo,60.0,2,2,0,0,accept,not furnished,0.0,1320.0
Sao Paulo,321.0,5,3,5,0,accept,not furnished,0.0,15450.0
Sao Paulo,116.0,3,4,2,1,accept,furnished,1242.0,5605.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,1026.0
Porto Alegre,100.0,3,2,2,0,accept,not furnished,1.0,2426.0
Sao Paulo,70.0,2,1,0,0,accept,not furnished,0.0,1483.0
Sao Paulo,48.0,1,1,1,2,accept,furnished,530.0,2323.0
Sao Paulo,115.0,3,5,2,10,accept,not furnished,1830.0,9414.0
Sao Paulo,90.0,1,1,1,12,accept,not furnished,870.0,4557.0
Rio de Janeiro,89.0,2,2,1,2,accept,not furnished,800.0,3886.0
Porto Alegre,30.0,1,1,0,3,accept,not furnished,140.0,1544.0
Porto Alegre,39.0,1,1,0,11,accept,not furnished,340.0,962.0
Sao Paulo,42.0,1,1,1,27,not accept,furnished,560.0,5977.0
Sao Paulo,400.0,4,5,5,0,accept,not furnished,0.0,7659.0
Sao Paulo,47.0,1,2,1,2,accept,furnished,490.0,3147.0
Sao Paulo,124.0,2,2,2,0,accept,furnished,0.0,7403.0
Campinas,120.0,3,2,3,0,accept,not furnished,0.0,2414.0
Campinas,45.0,1,1,0,0,not accept,not furnished,0.0,736.0
Sao Paulo,270.0,3,2,4,0,accept,not furnished,0.0,7765.0
Sao Paulo,108.0,3,2,1,10,accept,not furnished,1000.0,4942.0
Sao Paulo,128.0,3,4,4,13,not accept,furnished,1306.0,10000.0
Rio de Janeiro,179.0,4,2,0,9,accept,not furnished,1600.0,5164.0
Belo Horizonte,140.0,4,2,2,3,accept,not furnished,777.0,3041.0
Belo Horizonte,27.0,1,1,0,1,not accept,furnished,0.0,1517.0
Sao Paulo,250.0,3,4,2,16,accept,not furnished,3300.0,9894.0
Porto Alegre,350.0,4,3,3,0,accept,furnished,0.0,4688.0
Sao Paulo,208.0,3,2,2,3,accept,not furnished,1800.0,7364.0
Sao Paulo,80.0,3,1,0,0,not accept,not furnished,185.0,2312.0
Sao Paulo,34.0,1,1,1,4,accept,not furnished,620.0,3805.0
Sao Paulo,150.0,4,3,0,2,accept,not furnished,0.0,3162.0
Sao Paulo,127.0,3,3,2,17,not accept,furnished,1775.0,9285.0
Sao Paulo,296.0,4,5,2,0,accept,not furnished,0.0,9628.0
Sao Paulo,61.0,1,1,0,1,not accept,furnished,437.0,3172.0
Sao Paulo,375.0,4,4,3,19,accept,furnished,2500.0,12530.0
Sao Paulo,370.0,5,4,3,0,accept,not furnished,0.0,15500.0
Porto Alegre,30.0,1,1,0,2,accept,furnished,280.0,1611.0
Sao Paulo,480.0,5,7,5,19,accept,not furnished,6200.0,18510.0
Sao Paulo,33.0,1,1,1,18,not accept,furnished,1500.0,5045.0
Rio de Janeiro,84.0,3,1,0,1,not accept,not furnished,900.0,4249.0
Sao Paulo,340.0,8,5,4,0,accept,not furnished,0.0,8506.0
Porto Alegre,97.0,3,3,3,5,accept,not furnished,850.0,4058.0
Rio de Janeiro,110.0,3,2,1,8,accept,not furnished,1488.0,4211.0
Belo Horizonte,77.0,3,3,2,2,accept,furnished,1010.0,3546.0
Rio de Janeiro,105.0,3,2,1,4,accept,not furnished,1590.0,4381.0
Sao Paulo,33.0,1,1,1,1,not accept,furnished,190.0,2103.0
Sao Paulo,25.0,1,1,0,5,accept,not furnished,340.0,2406.0
Sao Paulo,130.0,2,2,2,0,accept,furnished,0.0,4559.0
Sao Paulo,480.0,4,7,5,0,accept,not furnished,0.0,8863.0
Sao Paulo,240.0,3,3,3,11,accept,furnished,3000.0,14330.0
Rio de Janeiro,80.0,2,2,1,8,accept,not furnished,760.0,3593.0
Sao Paulo,50.0,2,1,2,1,not accept,not furnished,850.0,2817.0
Belo Horizonte,32.0,1,1,0,9,not accept,not furnished,300.0,1414.0
Belo Horizonte,48.0,2,1,1,2,accept,not furnished,170.0,1601.0
Sao Paulo,90.0,3,3,1,0,accept,not furnished,0.0,2651.0
Rio de Janeiro,30.0,1,1,0,14,accept,furnished,706.0,1954.0
Porto Alegre,75.0,2,2,1,4,accept,not furnished,488.0,3464.0
Porto Alegre,59.0,2,2,1,2,accept,not furnished,490.0,2010.0
Sao Paulo,25.0,1,1,0,2,not accept,furnished,0.0,1773.0
Campinas,140.0,4,3,2,2,accept,not furnished,1070.0,4359.0
Sao Paulo,100.0,2,1,1,11,accept,not furnished,1173.0,5344.0
Campinas,23.0,1,1,0,0,not accept,furnished,0.0,1003.0
Sao Paulo,124.0,3,2,1,4,not accept,furnished,1070.0,4144.0
Sao Paulo,84.0,2,3,2,32,not accept,furnished,850.0,9908.0
Sao Paulo,69.0,2,2,1,21,accept,not furnished,662.0,4859.0
Belo Horizonte,100.0,3,1,0,0,accept,not furnished,0.0,2249.0
Sao Paulo,70.0,1,2,1,3,accept,not furnished,1054.0,5211.0
Belo Horizonte,88.0,3,2,1,3,accept,not furnished,320.0,1628.0
Belo Horizonte,465.0,7,7,2,0,accept,furnished,0.0,15680.0
Sao Paulo,90.0,3,2,2,1,accept,not furnished,1800.0,4899.0
Sao Paulo,120.0,3,3,1,5,accept,not furnished,1656.0,4884.0
Sao Paulo,277.0,3,4,2,17,accept,not furnished,3000.0,11530.0
Sao Paulo,270.0,4,6,3,0,accept,not furnished,0.0,5745.0
Porto Alegre,216.0,3,2,1,23,accept,not furnished,1400.0,5423.0
Campinas,150.0,1,2,0,0,accept,not furnished,0.0,1219.0
Sao Paulo,360.0,4,7,5,7,accept,not furnished,3900.0,10450.0
Belo Horizonte,110.0,2,4,2,5,accept,not furnished,690.0,3639.0
Porto Alegre,50.0,2,1,1,3,accept,furnished,334.0,1669.0
Sao Paulo,98.0,2,2,2,24,accept,furnished,1650.0,9646.0
Sao Paulo,190.0,3,3,3,4,not accept,furnished,2000.0,7731.0
Sao Paulo,35.0,1,1,1,9,accept,not furnished,239.0,2861.0
Sao Paulo,350.0,3,5,3,0,accept,not furnished,0.0,13430.0
Belo Horizonte,950.0,6,6,2,0,accept,not furnished,1130.0,12670.0
Sao Paulo,213.0,4,5,4,18,accept,not furnished,3900.0,15010.0
Rio de Janeiro,100.0,3,2,1,7,not accept,not furnished,1100.0,4329.0
Sao Paulo,240.0,4,4,4,5,accept,not furnished,2700.0,20570.0
Belo Horizonte,77.0,2,1,1,2,accept,furnished,400.0,1502.0
Sao Paulo,217.0,3,4,4,17,accept,furnished,2400.0,17990.0
Sao Paulo,218.0,4,4,3,10,accept,furnished,2347.0,11960.0
Sao Paulo,31.0,2,1,0,2,accept,not furnished,0.0,1054.0
Sao Paulo,380.0,4,7,7,15,accept,not furnished,6000.0,23690.0
Rio de Janeiro,40.0,1,2,0,7,accept,not furnished,500.0,2377.0
Sao Paulo,48.0,1,1,1,12,accept,furnished,766.0,4765.0
Sao Paulo,55.0,1,1,0,0,accept,not furnished,0.0,1560.0
Sao Paulo,270.0,3,3,3,0,accept,not furnished,3500.0,10160.0
Rio de Janeiro,80.0,2,3,1,12,accept,furnished,850.0,5408.0
Rio de Janeiro,50.0,1,1,0,0,accept,not furnished,0.0,1874.0
Sao Paulo,38.0,2,1,0,5,accept,furnished,577.0,3868.0
Belo Horizonte,320.0,4,5,4,6,not accept,not furnished,3480.0,9487.0
Sao Paulo,500.0,3,6,0,0,accept,not furnished,0.0,8164.0
Rio de Janeiro,110.0,3,3,0,0,accept,not furnished,200.0,2694.0
Sao Paulo,300.0,3,3,2,0,accept,not furnished,0.0,11430.0
Sao Paulo,30.0,1,1,0,0,not accept,not furnished,0.0,685.0
Sao Paulo,58.0,2,2,1,12,not accept,furnished,942.0,4457.0
Sao Paulo,18.0,1,1,0,0,accept,not furnished,0.0,1742.0
Sao Paulo,139.0,4,4,8,0,accept,not furnished,0.0,3818.0
Rio de Janeiro,210.0,4,5,2,2,accept,not furnished,2300.0,11250.0
Porto Alegre,50.0,2,1,1,5,accept,not furnished,188.0,1386.0
Sao Paulo,70.0,1,1,2,9,accept,furnished,2150.0,9781.0
Sao Paulo,36.0,1,1,0,4,accept,not furnished,175.0,1455.0
Sao Paulo,48.0,1,1,0,0,accept,not furnished,0.0,1114.0
Belo Horizonte,92.0,3,2,1,1,accept,not furnished,220.0,1842.0
Rio de Janeiro,189.0,3,2,0,3,accept,not furnished,1371.0,6381.0
Porto Alegre,38.0,1,1,1,9,accept,not furnished,350.0,2929.0
Sao Paulo,351.0,3,4,2,17,not accept,furnished,2400.0,13210.0
Rio de Janeiro,64.0,2,1,1,4,accept,not furnished,650.0,3505.0
Sao Paulo,31.0,1,1,1,11,accept,not furnished,478.0,2984.0
Sao Paulo,90.0,3,2,2,3,accept,not furnished,1100.0,3699.0
Sao Paulo,40.0,1,1,0,6,accept,not furnished,890.0,4385.0
Sao Paulo,180.0,3,4,4,4,accept,not furnished,4000.0,20610.0
Sao Paulo,64.0,3,1,1,5,accept,not furnished,504.0,2077.0
Sao Paulo,190.0,3,4,3,1,accept,not furnished,2100.0,8195.0
Sao Paulo,400.0,3,3,4,0,accept,not furnished,0.0,14510.0
Rio de Janeiro,180.0,4,5,3,4,accept,not furnished,1200.0,12050.0
Sao Paulo,73.0,1,1,0,8,accept,furnished,864.0,3960.0
Sao Paulo,64.0,2,2,2,4,accept,not furnished,404.0,3112.0
Sao Paulo,65.0,3,1,1,6,accept,not furnished,461.0,3114.0
Sao Paulo,400.0,4,5,4,7,accept,not furnished,3240.0,17550.0
Sao Paulo,48.0,2,1,1,6,not accept,furnished,582.0,6130.0
Sao Paulo,40.0,1,1,1,14,not accept,not furnished,642.0,2384.0
Porto Alegre,61.0,2,1,0,3,not accept,not furnished,400.0,1867.0
Rio de Janeiro,85.0,2,1,0,1,accept,not furnished,460.0,2240.0
Belo Horizonte,235.0,4,3,1,0,accept,not furnished,0.0,12760.0
Sao Paulo,347.0,4,5,4,5,accept,furnished,3500.0,17150.0
Rio de Janeiro,25.0,1,1,0,2,accept,not furnished,250.0,797.0
Rio de Janeiro,85.0,2,2,1,2,accept,not furnished,1140.0,5150.0
Sao Paulo,103.0,3,3,2,3,accept,furnished,1310.0,8341.0
Sao Paulo,159.0,3,3,2,0,not accept,not furnished,0.0,3575.0
Sao Paulo,42.0,1,1,1,9,accept,not furnished,600.0,4371.0
Sao Paulo,100.0,3,2,1,12,accept,not furnished,700.0,2653.0
Sao Paulo,111.0,1,2,2,9,accept,not furnished,1400.0,9968.0
Porto Alegre,40.0,1,1,1,2,accept,furnished,300.0,1845.0
Campinas,92.0,3,2,3,1,accept,furnished,752.0,3309.0
Rio de Janeiro,480.0,5,6,4,3,accept,not furnished,3236.0,12940.0
Belo Horizonte,55.0,2,2,2,3,accept,not furnished,670.0,2874.0
Belo Horizonte,24.0,1,1,1,7,not accept,not furnished,157.0,1373.0
Sao Paulo,50.0,1,1,1,0,not accept,not furnished,200.0,1216.0
Rio de Janeiro,80.0,2,1,0,9,accept,not furnished,500.0,2279.0
Sao Paulo,230.0,3,2,0,1,accept,not furnished,0.0,3032.0
Porto Alegre,72.0,2,1,0,1,accept,not furnished,200.0,1485.0
Porto Alegre,90.0,2,1,0,1,accept,not furnished,300.0,1750.0
Belo Horizonte,22.0,1,1,0,1,not accept,furnished,0.0,710.0
Sao Paulo,455.0,4,5,4,5,accept,not furnished,8500.0,31580.0
Sao Paulo,140.0,3,2,1,6,not accept,not furnished,1740.0,4511.0
Belo Horizonte,23.0,1,1,1,7,accept,not furnished,144.0,1594.0
Porto Alegre,46.0,1,1,0,2,accept,not furnished,0.0,1142.0
Campinas,70.0,1,1,1,2,accept,furnished,460.0,2846.0
Belo Horizonte,150.0,5,3,0,0,accept,not furnished,0.0,3404.0
Campinas,55.0,1,1,0,5,accept,not furnished,473.0,997.0
Sao Paulo,40.0,1,1,0,0,not accept,not furnished,0.0,2141.0
Sao Paulo,91.0,2,1,1,1,accept,not furnished,615.0,2478.0
Sao Paulo,140.0,2,1,3,0,accept,not furnished,0.0,2732.0
Sao Paulo,50.0,1,1,0,1,accept,not furnished,600.0,1917.0
Campinas,52.0,2,1,1,7,accept,not furnished,248.0,1318.0
Rio de Janeiro,100.0,3,1,1,1,accept,not furnished,1700.0,4989.0
Sao Paulo,160.0,4,3,3,3,accept,not furnished,1600.0,9231.0
Sao Paulo,50.0,1,1,0,0,not accept,not furnished,0.0,762.0
Campinas,137.0,3,2,1,4,accept,not furnished,1500.0,3573.0
Porto Alegre,42.0,1,1,0,2,accept,not furnished,250.0,1495.0
Sao Paulo,650.0,3,7,2,0,accept,not furnished,0.0,10650.0
Rio de Janeiro,90.0,3,2,0,1,not accept,not furnished,0.0,2031.0
Rio de Janeiro,30.0,1,1,0,9,accept,furnished,550.0,2415.0
Sao Paulo,254.0,4,4,3,7,accept,furnished,1300.0,8644.0
Sao Paulo,40.0,1,1,1,5,not accept,not furnished,700.0,4526.0
Rio de Janeiro,130.0,4,2,1,2,not accept,furnished,700.0,4188.0
Campinas,128.0,3,3,2,1,accept,not furnished,1236.0,4602.0
Sao Paulo,78.0,2,1,3,0,accept,not furnished,0.0,1788.0
Campinas,42.0,1,1,0,1,accept,not furnished,0.0,711.0
Campinas,140.0,3,3,2,8,accept,not furnished,900.0,3301.0
Sao Paulo,46.0,1,1,0,3,accept,not furnished,100.0,1721.0
Campinas,50.0,2,1,1,3,accept,not furnished,300.0,1485.0
Sao Paulo,54.0,1,1,1,13,not accept,not furnished,1484.0,5917.0
Sao Paulo,40.0,1,1,1,13,accept,not furnished,584.0,3920.0
Sao Paulo,50.0,2,1,1,5,accept,not furnished,570.0,1684.0
Sao Paulo,75.0,3,1,1,1,not accept,not furnished,475.0,2298.0
Sao Paulo,472.0,3,2,4,0,accept,not furnished,0.0,7248.0
Porto Alegre,360.0,5,3,6,0,accept,furnished,0.0,5083.0
Sao Paulo,308.0,4,4,3,1,accept,not furnished,4780.0,21890.0
Sao Paulo,50.0,1,1,1,8,not accept,furnished,2204.0,6160.0
Sao Paulo,540.0,4,5,5,13,accept,not furnished,3414.0,10820.0
Sao Paulo,321.0,3,5,2,0,accept,furnished,0.0,8501.0
Sao Paulo,70.0,3,2,1,3,accept,not furnished,380.0,1779.0
Campinas,130.0,3,2,2,4,accept,furnished,1150.0,4170.0
Sao Paulo,170.0,3,2,2,0,accept,not furnished,0.0,4835.0
Sao Paulo,60.0,2,2,1,11,not accept,furnished,1158.0,6878.0
Rio de Janeiro,45.0,1,1,0,4,not accept,furnished,450.0,5088.0
Belo Horizonte,60.0,2,1,1,1,accept,not furnished,467.0,1305.0
Sao Paulo,340.0,5,4,2,7,accept,not furnished,220000.0,233200.0
Porto Alegre,58.0,2,1,0,2,accept,not furnished,299.0,1090.0
Sao Paulo,195.0,4,3,3,7,not accept,not furnished,2600.0,14060.0
Sao Paulo,100.0,2,4,0,1,accept,not furnished,0.0,3039.0
Sao Paulo,50.0,1,1,0,0,accept,not furnished,0.0,778.0
Campinas,54.0,2,1,1,3,accept,not furnished,286.0,1321.0
Belo Horizonte,55.0,2,1,1,3,accept,not furnished,270.0,1673.0
Sao Paulo,48.0,1,1,2,1,accept,furnished,1966.0,6047.0
Sao Paulo,58.0,2,1,1,6,accept,not furnished,850.0,2737.0
Sao Paulo,200.0,3,4,3,19,accept,furnished,2247.0,11780.0
Campinas,77.0,3,1,2,3,accept,not furnished,486.0,2055.0
Belo Horizonte,72.0,2,1,1,9,accept,not furnished,421.0,1720.0
Sao Paulo,50.0,2,1,2,8,not accept,not furnished,504.0,2386.0
Rio de Janeiro,95.0,2,2,1,11,accept,not furnished,1024.0,32180.0
Sao Paulo,130.0,3,2,0,1,accept,furnished,550.0,5626.0
Rio de Janeiro,30.0,1,1,0,6,not accept,not furnished,500.0,1210.0
Sao Paulo,300.0,4,3,4,9,accept,not furnished,2400.0,17590.0
Rio de Janeiro,95.0,3,2,1,3,accept,not furnished,1000.0,3542.0
Sao Paulo,80.0,3,1,1,1,accept,not furnished,620.0,2393.0
Sao Paulo,310.0,3,3,2,16,not accept,not furnished,2720.0,18760.0
Porto Alegre,170.0,3,2,0,3,accept,furnished,1750.0,2930.0
Rio de Janeiro,46.0,2,1,0,9,not accept,not furnished,550.0,1381.0
Rio de Janeiro,97.0,3,2,0,5,accept,not furnished,900.0,3940.0
Sao Paulo,130.0,3,2,1,4,not accept,furnished,1134.0,9521.0
Rio de Janeiro,30.0,1,1,0,2,not accept,not furnished,350.0,1505.0
Sao Paulo,40.0,1,1,1,11,not accept,not furnished,390.0,3121.0
Sao Paulo,90.0,3,2,2,6,not accept,furnished,890.0,3167.0
Sao Paulo,89.0,2,2,2,8,accept,furnished,1440.0,9589.0
Sao Paulo,240.0,3,3,5,1,accept,not furnished,3000.0,6545.0
Sao Paulo,106.0,3,2,0,6,accept,not furnished,1139.0,3600.0
Sao Paulo,80.0,2,1,1,18,not accept,not furnished,550.0,2237.0
Sao Paulo,22.0,1,1,1,25,accept,not furnished,471.0,2754.0
Sao Paulo,141.0,4,3,2,3,accept,not furnished,1500.0,6103.0
Sao Paulo,340.0,4,6,6,0,accept,furnished,0.0,15480.0
Sao Paulo,105.0,4,2,2,3,accept,not furnished,1659.0,8642.0
Sao Paulo,70.0,3,1,1,2,accept,not furnished,380.0,1867.0
Sao Paulo,200.0,3,2,1,8,accept,not furnished,1500.0,9644.0
Campinas,62.0,2,1,0,1,accept,not furnished,280.0,1020.0
Sao Paulo,74.0,2,3,2,24,accept,not furnished,450.0,3731.0
Rio de Janeiro,333.0,5,4,3,5,accept,not furnished,2100.0,10190.0
Sao Paulo,250.0,4,2,5,0,accept,not furnished,841.0,5603.0
Sao Paulo,70.0,1,1,1,10,accept,furnished,469.0,4188.0
Rio de Janeiro,120.0,3,2,2,1,accept,furnished,1790.0,7870.0
Porto Alegre,35.0,1,1,0,1,accept,not furnished,100.0,1150.0
Rio de Janeiro,67.0,2,1,0,4,accept,not furnished,810.0,2436.0
Sao Paulo,220.0,4,3,4,11,accept,furnished,1800.0,5839.0
Campinas,80.0,3,2,2,17,accept,not furnished,560.0,3267.0
Sao Paulo,57.0,1,1,1,5,accept,not furnished,769.0,5824.0
Porto Alegre,100.0,2,2,2,0,accept,not furnished,120.0,2512.0
Rio de Janeiro,60.0,1,1,0,5,accept,not furnished,500.0,1360.0
Campinas,87.0,3,2,1,12,accept,furnished,870.0,2439.0
Sao Paulo,530.0,4,4,6,0,accept,not furnished,0.0,11000.0
Sao Paulo,35.0,1,1,0,0,accept,not furnished,0.0,791.0
Sao Paulo,140.0,3,2,2,0,accept,not furnished,0.0,5546.0
Sao Paulo,45.0,2,2,0,0,not accept,not furnished,0.0,1739.0
Sao Paulo,70.0,1,1,1,12,accept,furnished,1000.0,4716.0
Sao Paulo,140.0,3,3,1,1,accept,not furnished,1144.0,2778.0
Belo Horizonte,80.0,3,2,1,7,accept,not furnished,820.0,2999.0
Sao Paulo,50.0,1,1,0,0,not accept,not furnished,0.0,1218.0
Sao Paulo,108.0,3,2,2,12,not accept,not furnished,900.0,4039.0
Sao Paulo,60.0,3,1,1,15,accept,furnished,556.0,2791.0
Sao Paulo,30.0,1,1,1,14,not accept,furnished,460.0,4105.0
Sao Paulo,110.0,3,3,2,2,accept,furnished,1000.0,5041.0
Rio de Janeiro,70.0,2,1,1,5,accept,furnished,843.0,2042.0
Sao Paulo,360.0,3,5,4,22,accept,not furnished,2330.0,7656.0
Campinas,348.0,3,3,3,0,accept,not furnished,0.0,6441.0
Sao Paulo,270.0,3,4,3,10,accept,not furnished,3809.0,13600.0
Rio de Janeiro,86.0,2,2,1,1,not accept,furnished,1500.0,7446.0
Sao Paulo,100.0,3,4,2,6,not accept,not furnished,1380.0,4889.0
Sao Paulo,30.0,1,1,1,10,accept,furnished,574.0,2448.0
Sao Paulo,146.0,3,4,3,20,accept,furnished,1540.0,12330.0
Belo Horizonte,100.0,3,3,1,1,accept,not furnished,350.0,2092.0
Rio de Janeiro,185.0,3,2,1,3,accept,not furnished,2488.0,9477.0
Sao Paulo,300.0,3,5,2,7,accept,not furnished,0.0,5279.0
Sao Paulo,120.0,3,4,0,0,accept,not furnished,250.0,3717.0
Sao Paulo,195.0,3,3,2,0,accept,not furnished,0.0,3365.0
Sao Paulo,110.0,1,3,2,6,accept,not furnished,1500.0,10020.0
Sao Paulo,210.0,3,3,3,17,accept,not furnished,2300.0,10110.0
Campinas,400.0,4,6,3,0,accept,not furnished,1200.0,8803.0
Belo Horizonte,42.0,2,1,1,4,accept,not furnished,175.0,938.0
Belo Horizonte,180.0,3,1,0,0,accept,not furnished,0.0,3823.0
Campinas,329.0,4,2,2,9,accept,not furnished,2040.0,8840.0
Sao Paulo,44.0,1,1,0,1,accept,not furnished,100.0,1518.0
Belo Horizonte,28.0,1,1,1,0,not accept,furnished,550.0,1817.0
Rio de Janeiro,90.0,3,2,1,2,not accept,furnished,1000.0,5159.0
Sao Paulo,90.0,2,1,0,2,accept,not furnished,622.0,3012.0
Sao Paulo,200.0,2,1,0,0,accept,not furnished,0.0,3134.0
Porto Alegre,240.0,3,4,3,0,accept,not furnished,0.0,6291.0
Porto Alegre,55.0,2,1,0,19,accept,not furnished,500.0,1802.0
Belo Horizonte,90.0,3,2,0,8,not accept,not furnished,630.0,5036.0
Sao Paulo,85.0,3,1,2,6,accept,not furnished,955.0,3150.0
Sao Paulo,255.0,4,4,3,13,accept,furnished,0.0,12050.0
Sao Paulo,280.0,5,2,1,0,accept,not furnished,0.0,8121.0
Rio de Janeiro,32.0,1,1,0,8,accept,not furnished,574.0,2059.0
Belo Horizonte,29.0,1,1,0,1,not accept,not furnished,0.0,1123.0
Sao Paulo,48.0,1,1,1,15,accept,furnished,487.0,3668.0
Campinas,170.0,3,2,2,0,accept,not furnished,0.0,2433.0
Belo Horizonte,45.0,1,1,1,3,not accept,furnished,300.0,3340.0
Campinas,341.0,4,6,4,0,accept,not furnished,660.0,14460.0
Porto Alegre,80.0,2,2,0,0,accept,furnished,330.0,1987.0
Rio de Janeiro,153.0,3,2,1,2,accept,not furnished,1500.0,4240.0
Rio de Janeiro,120.0,3,2,1,2,accept,not furnished,1260.0,3489.0
Sao Paulo,33.0,1,1,0,3,accept,not furnished,350.0,2021.0
Sao Paulo,180.0,4,4,2,10,accept,not furnished,1900.0,7977.0
Campinas,84.0,3,1,1,3,accept,not furnished,950.0,2313.0
Sao Paulo,73.0,3,2,1,12,accept,not furnished,923.0,3829.0
Sao Paulo,50.0,1,2,1,9,not accept,furnished,850.0,4099.0
Sao Paulo,40.0,1,1,1,5,not accept,not furnished,603.0,5159.0
Sao Paulo,216.0,3,4,4,7,accept,furnished,2300.0,18390.0
Sao Paulo,44.0,1,1,1,8,accept,not furnished,480.0,2880.0
Belo Horizonte,120.0,3,2,2,1,not accept,not furnished,318.0,2372.0
Porto Alegre,150.0,3,3,2,10,accept,furnished,1300.0,10580.0
Sao Paulo,136.0,3,2,3,12,accept,furnished,1400.0,4257.0
Porto Alegre,54.0,1,1,0,2,accept,not furnished,400.0,1440.0
Sao Paulo,100.0,2,1,1,5,accept,furnished,1400.0,5483.0
Sao Paulo,50.0,2,1,1,1,accept,not furnished,496.0,1712.0
Campinas,60.0,2,1,0,0,not accept,not furnished,0.0,951.0
Rio de Janeiro,125.0,3,2,1,5,accept,furnished,1460.0,5301.0
Rio de Janeiro,28.0,1,1,0,1,accept,not furnished,450.0,2345.0
Porto Alegre,78.0,2,1,0,3,accept,not furnished,280.0,1814.0
Porto Alegre,46.0,1,1,0,6,accept,not furnished,345.0,1235.0
Sao Paulo,35.0,1,1,1,8,not accept,furnished,593.0,3604.0
Sao Paulo,104.0,3,2,2,2,accept,not furnished,1500.0,6186.0
Sao Paulo,215.0,3,3,2,1,not accept,furnished,3000.0,19030.0
Campinas,100.0,3,2,2,0,accept,not furnished,0.0,2299.0
Belo Horizonte,30.0,1,1,1,0,not accept,not furnished,0.0,715.0
Porto Alegre,43.0,1,1,0,3,accept,furnished,250.0,1797.0
Sao Paulo,234.0,3,4,3,13,accept,not furnished,2400.0,9573.0
Sao Paulo,37.0,1,1,0,4,accept,furnished,1320.0,3214.0
Sao Paulo,50.0,2,1,0,1,accept,not furnished,54.0,2122.0
Rio de Janeiro,71.0,2,2,1,12,accept,furnished,1170.0,4906.0
Sao Paulo,118.0,3,3,2,17,accept,furnished,1000.0,5296.0
Campinas,122.0,3,2,1,4,accept,not furnished,250.0,2140.0
Rio de Janeiro,58.0,2,2,1,3,accept,not furnished,745.0,2005.0
Sao Paulo,270.0,3,3,2,0,accept,not furnished,0.0,9948.0
Porto Alegre,90.0,3,2,2,9,accept,not furnished,1163.0,3902.0
Sao Paulo,400.0,4,3,3,0,accept,not furnished,0.0,9371.0
Campinas,155.0,3,3,2,0,accept,not furnished,960.0,6558.0
Rio de Janeiro,85.0,2,1,0,8,accept,furnished,1500.0,4648.0
Sao Paulo,280.0,4,4,4,1,accept,furnished,3600.0,17440.0
Rio de Janeiro,30.0,1,1,0,8,accept,furnished,500.0,2571.0
Sao Paulo,54.0,1,2,0,7,accept,not furnished,390.0,3935.0
Porto Alegre,25.0,1,1,0,8,accept,not furnished,277.0,1065.0
Belo Horizonte,176.0,4,2,2,0,accept,not furnished,0.0,4800.0
Sao Paulo,570.0,4,6,4,0,accept,not furnished,0.0,12490.0
Belo Horizonte,95.0,2,2,1,10,accept,not furnished,735.0,2527.0
Sao Paulo,30.0,1,1,0,4,accept,not furnished,250.0,1407.0
Sao Paulo,250.0,3,4,3,0,accept,not furnished,0.0,4055.0
Sao Paulo,98.0,3,3,2,0,accept,not furnished,0.0,2538.0
Belo Horizonte,68.0,2,2,2,3,accept,not furnished,168.0,1038.0
Sao Paulo,83.0,3,2,2,7,accept,not furnished,804.0,4858.0
Belo Horizonte,70.0,2,2,2,6,accept,not furnished,625.0,3116.0
Belo Horizonte,50.0,2,1,1,3,accept,not furnished,170.0,1212.0
Sao Paulo,480.0,4,5,3,0,accept,not furnished,2200.0,8062.0
Sao Paulo,250.0,3,2,8,0,accept,not furnished,0.0,10150.0
Sao Paulo,191.0,4,3,3,13,not accept,not furnished,2800.0,13620.0
Sao Paulo,140.0,3,3,3,7,not accept,not furnished,2200.0,11100.0
Sao Paulo,49.0,1,1,1,5,accept,not furnished,284.0,3051.0
